layer,neuron,rank,subcomponent,connecting_weight,abs_weight
down_proj,13492,23,3382,0.042905,0.042905
down_proj,13492,24,13335,0.041490,0.041490
down_proj,13492,25,3280,0.041263,0.041263
down_proj,13492,26,4796,0.041253,0.041253
down_proj,13492,27,1178,-0.040965,0.040965
down_proj,13492,28,3225,0.040810,0.040810
down_proj,13492,29,18206,-0.040207,0.040207
down_proj,13492,30,23335,0.038810,0.038810
down_proj,13492,31,11143,-0.037471,0.037471
down_proj,13492,32,8562,-0.036685,0.036685
down_proj,13492,33,24127,0.036405,0.036405
down_proj,13492,34,18329,-0.036316,0.036316
down_proj,13492,35,17307,-0.035079,0.035079
down_proj,13492,36,4673,-0.034346,0.034346
down_proj,13492,37,8850,0.034191,0.034191
down_proj,13492,38,3703,-0.034131,0.034131
down_proj,13492,39,3368,0.031794,0.031794
down_proj,13492,40,19347,0.030897,0.030897
down_proj,13492,41,24154,0.030494,0.030494
down_proj,13492,42,4851,-0.030296,0.030296
down_proj,13492,43,21744,-0.029778,0.029778
down_proj,13492,44,2766,-0.028675,0.028675
down_proj,13492,45,14198,0.028451,0.028451
down_proj,13492,46,16939,-0.027646,0.027646
down_proj,13492,47,21413,0.027142,0.027142
down_proj,13492,48,17235,0.026752,0.026752
down_proj,13492,49,10404,-0.026697,0.026697
down_proj,13492,50,24325,-0.025566,0.025566
